node,community,total_degree,weighted_total_degree,total_degree_in_group,weighted_total_degree_in_group,total_degree_between,weighted_total_degree_between,in_group_ratio,internal_strength_fraction,k_core_all,s_core_all,undirected_reach_2,total_degree_normalized,ego_density,density_clustering_coefficient,barrat_weighted_clustering,modularity_vitality_hub,modularity_vitality_bridge,undirected_reach_2_normalized
strengthandhonor,10,12,3364.0,12,3364.0,0,0.0,1.0,1.0,8,67,20,0.011871991417157215,0.6410256410256411,0.48717948717948717,0.626256620905848,0.0,0.00044091926501721446,0.0008488243782361429
peaceinthehotwater,10,12,2576.0,12,2576.0,0,0.0,1.0,1.0,12,79,16,0.009091037422888523,1.0,0.8461538461538461,1.0,0.0,0.00037291108884007773,0.0006790595025889144
yankeegohome,11,9,4082.0,9,4082.0,0,0.0,1.0,1.0,9,106,10,0.01440590635102133,1.0,0.8,1.0,0.0004586407400186676,0.0,0.00042441218911807145
WeaponizedVirus,12,7,5034.0,7,5034.0,0,0.0,1.0,1.0,7,121,8,0.01776563757252361,1.0,0.75,1.0,0.0,0.0009481699272082533,0.0003395297512944572
RedlandThreat,13,1,200.0,1,200.0,0,0.0,1.0,1.0,1,11,2,0.0007058258868702269,1.0,0.0,0.0,0.00011431229821601274,0.0,8.48824378236143e-5
Okinawa,14,1,712.0,1,712.0,0,0.0,1.0,1.0,1,38,2,0.0025127401572580077,1.0,0.0,0.0,0.00040148882237622807,0.0,8.48824378236143e-5
TragedyNotTreason,15,7,1174.0,7,1174.0,0,0.0,1.0,1.0,7,35,8,0.004143197955928232,1.0,0.75,1.0,0.0005104932780158888,0.0,0.0003395297512944572
westernweakness,16,7,2878.0,7,2878.0,0,0.0,1.0,1.0,7,75,8,0.010156834512062564,1.0,0.75,1.0,0.0007781749289155204,0.0,0.0003395297512944572
Tragedy,17,2,106.0,2,106.0,0,0.0,1.0,1.0,2,8,3,0.0003740877200412202,1.0,0.3333333333333333,1.0,6.0518290016076115e-5,0.0,0.00012732365673542143
NotDustland,18,5,86.0,5,86.0,0,0.0,1.0,1.0,5,5,6,0.00030350513135419757,1.0,0.6666666666666666,1.0,4.8992607146192135e-5,0.0,0.00025464731347084286
